Month,Q0,Q1,Q2pt5,Q5,Q10,Q25,Q50,Q75,Q90,Q95,Q97pt5,Q99,Q100,STNAME,CTYNAME,POPESTIMATE2015
JUL,-0.150000006,-0.039999999,-0.023999999,-0.01,0,0.029999999,0.059999999,0.100000001,0.170000002,0.300000012,0.50999999,1.107200017,24.44000053,North Carolina,Hyde,5437
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia,Wirt,5805
JUL,0.109999999,0.200000003,0.239999995,0.289999992,0.340000004,0.519999981,1.064999998,3.942500055,11.52000046,16.79750061,25.02750015,37.67649937,90.05999756,Georgia,Columbia,144007
JUL,0.039999999,0.150000006,0.200000003,0.25999999,0.319999993,0.430000007,0.629999995,1.039999962,2.339999914,4.500999999,8.170999599,13.2805003,66.69000244,North Carolina,Stanly,60685
JUL,-0.01,0.050000001,0.059999999,0.07,0.090000004,0.109999999,0.150000006,0.239999995,0.439999998,0.670000017,1.059999943,2.950300047,67.13999939,Mississippi,Tallahatchie,14591
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Idaho,Bonner,41565
JUL,-0.430000007,-0.050000001,0,0,0,0,0,0,0.07,0.119999997,0.180000007,0.300000012,121.9700012,Nevada,Nye,43052
JUL,0,0.129999995,0.170000002,0.200000003,0.239999995,0.330000013,0.469999999,0.75999999,1.419999957,2.859999895,6.537500143,13.76599998,64.63999939,Oklahoma,Mayes,40878
JUL,-0.029999999,0.02,0.029999999,0.050000001,0.059999999,0.090000004,0.140000001,0.270000011,0.610000014,1.080000043,1.685500008,3.33419992,134.7599945,Louisiana,Grant Parish,22279
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia,Monongalia,103940
JUL,0.159999996,0.25,0.280000001,0.310000002,0.370000005,0.920000017,6.25,20.29000092,38.88400116,53.58100166,70.9730011,96.66340164,257.1499939,Florida,Orange,1292008
JUL,-0.01,0,0,0.029999999,0.079999998,0.180000007,0.270000011,0.430000007,0.800000012,1.470000029,2.730000019,7.908000164,48.61999893,Missouri,Mississippi,13943
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Iowa,Delaware,17371
JUL,-0.01,0.029999999,0.050000001,0.059999999,0.079999998,0.109999999,0.180000007,0.310000002,0.629999995,0.849500021,1.289999962,2.24000001,12.17000008,North Carolina,Jones,9796
JUL,-0.170000002,0,0,0,0,0,0,0.07,0.159999996,0.239999995,0.349999994,0.479999989,10.05000019,West Virginia,Pocahontas,8571
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Wyoming,Platte,8797
JUL,-0.100000001,0.01,0.029999999,0.050000001,0.07,0.100000001,0.129999995,0.200000003,0.300000012,0.419999987,0.790000021,2.589999914,30.03000069,Oklahoma,Kiowa,9103
JUL,-0.090000004,0,0.02,0.029999999,0.050000001,0.079999998,0.129999995,0.209999993,0.340000004,0.550000012,1.00999999,3.954000044,45.65000153,Texas,Wilbarger,13049
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Oregon,Lincoln,47051
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Iowa,Fayette,20139
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,South Dakota,Douglas,2952
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Minnesota,Kittson,4402
JUL,0.02,0.050000001,0.059999999,0.079999998,0.100000001,0.140000001,0.25,0.460000008,0.829999983,1.269999981,2.582499921,7.410000086,32.47999954,Texas,Franklin,10593
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Nebraska,Morrill,4935
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Iowa,Johnson,144527
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Nebraska,Brown,2982
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Minnesota,Cottonwood,11430
JUL,-0.170000002,0,0,0,0,0,0,0,0,0.109999999,0.200000003,0.270000011,4.260000229,California,Tuolumne,53589
JUL,0.059999999,0.119999997,0.140000001,0.170000002,0.209999993,0.330000013,0.620000005,1.50999999,6.210000038,16.53300076,29.68549919,50.32600037,126.1299973,Louisiana,Ouachita Parish,156911
JUL,-0.029999999,0.07,0.100000001,0.119999997,0.150000006,0.239999995,0.409999996,0.850000024,2.650000095,7.5,13.94999981,24.23700008,80.08999634,Tennessee,Maury,87390
JUL,0.209999993,0.435700002,0.540000021,0.699999988,1,1.860000014,4.150000095,11.99749994,23.61300068,33.9150013,45.26374855,59.62579906,182.6499939,North Carolina,Wake,1023859
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Wisconsin,Clark,34390
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia,Tyler,8935
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Minnesota,Swift,9363
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Nebraska,Garfield,2015
JUL,0,0,0,0,0,0.090000004,0.379999995,0.649999976,1.129999995,1.679999948,2.480000019,4.090000153,19.37999916,Kentucky,Spencer,17984
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Vermont,Caledonia,30634
JUL,-0.039999999,0.039999999,0.07,0.109999999,0.140000001,0.239999995,0.419999987,0.839999974,1.75,3.101999903,5.884000111,11.52999973,94.41000366,North Carolina,Rutherford,66373
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Missouri,Scotland,4814
JUL,-0.090000004,0,0.02,0.039999999,0.059999999,0.090000004,0.129999995,0.239999995,0.430000007,0.680000007,1.242250007,3.762899988,23.80999947,Arkansas,Sevier,17250
JUL,-0.119999997,-0.050000001,-0.029999999,-0.02,0,0.02,0.050000001,0.079999998,0.109999999,0.140000001,0.170000002,0.209999993,15.23999977,New Mexico,De Baca,1868
JUL,0.029999999,0.100000001,0.119999997,0.129999995,0.159999996,0.239999995,0.680000007,3.200000048,14.60400009,25.3420002,35.64300079,47.22040085,97.73999786,Georgia,Dougherty,91569
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Illinois,Fayette,22049
JUL,0.039999999,0.109999999,0.129999995,0.140000001,0.170000002,0.239999995,0.389999986,0.800000012,2.230000019,5.403000093,11.37824986,25.02480045,73.26000214,Louisiana,Lincoln Parish,47634
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Maryland,Caroline,32620
JUL,0,0,0,0,0,0,0,0,0,1.669999957,2.299999952,5.510000229,15.19999981,Maryland,Calvert,90495
JUL,0.01,0.140000001,0.159999996,0.170000002,0.200000003,0.25999999,0.409999996,0.839999974,4.274000216,9.983499622,17.84175019,29.77779934,106.5800018,Florida,Alachua,259525
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Kansas,Rawlins,2504
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Utah,Uintah,37776
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Illinois,Marshall,11918
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Wisconsin,Buffalo,13265
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Idaho,Minidoka,20372
JUL,-0.280000001,-0.079999998,-0.039999999,-0.01,0,0,0.039999999,0.129999995,0.319999993,0.660000026,1.169999957,3.275699975,99.56999969,New Mexico,McKinley,73386
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Nebraska,Nance,3575
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Minnesota,Nobles,21811
JUL,-0.01,0.029999999,0.039999999,0.050000001,0.07,0.090000004,0.129999995,0.230000004,0.474999994,0.870000005,1.693750054,3.632000005,44.04999924,Texas,Tyler,21364
JUL,-0.079999998,0.029999999,0.050000001,0.059999999,0.079999998,0.119999997,0.200000003,0.289999992,0.460000008,0.730000019,1.211250037,3.293499959,34.18000031,Oklahoma,Washita,11751
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Missouri,Carroll,8882
JUL,-0.07,-0.02,0,0.01,0.02,0.039999999,0.079999998,0.209999993,0.469999999,0.839999974,1.379999995,2.341999912,17.06999969,Texas,Bandera,21146
JUL,0,0,0,0,0,0,0.189999998,0.800000012,3.481000018,6.031500196,11.46000004,21.25,50.47999954,Virginia,Roanoke,93296
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Missouri,Livingston,14933
JUL,-0.079999998,0,0,0.029999999,0.07,0.140000001,0.239999995,0.519999981,1.49000001,3.089999914,5.535500073,12.74339991,45.52000046,Tennessee,Campbell,39687
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Indiana,Warren,8271
JUL,0,0.07,0.090000004,0.100000001,0.129999995,0.177500006,0.270000011,0.540000021,1,1.544499958,2.621750057,6.148300023,30.15999985,South Carolina,McCormick,9662
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Wisconsin,Sheboygan,115261
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia,Jefferson,55911
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Iowa,Van Buren,7297
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Nebraska,Howard,6382
JUL,-0.02,0.029999999,0.050000001,0.059999999,0.07,0.100000001,0.150000006,0.340000004,0.889999986,1.75,4.047000122,9.819999695,43.72999954,Louisiana,Vernon Parish,51497
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Wisconsin,La Crosse,117669
JUL,0.090000004,0.140000001,0.159999996,0.180000007,0.209999993,0.340000004,0.680000007,1.940000057,11.59000015,26.1970005,43.15900135,64.63660263,197.2899933,Texas,Brazos,215891
JUL,0.02,0.200000003,0.280000001,0.360000014,0.439999998,0.670000017,1.24000001,2.652500093,8.736999702,18.00550013,29.12000084,44.23679943,98.5,Tennessee,Washington,126072
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Pennsylvania,Bedford,48789
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,Washington,62253
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Kentucky,Mason,17036
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,South Dakota,Pennington,108107
JUL,-0.050000001,0,0,0,0,0,0.140000001,0.209999993,0.349999994,0.556000006,1.049999952,3.362399921,56.56000137,Missouri,Vernon,20631
JUL,0,0,0,0.029999999,0.059999999,0.140000001,0.25,0.467500001,0.870000005,1.460000038,2.849999905,5.987500048,21.5,Kentucky,Clinton,10177
JUL,0.050000001,0.170000002,0.200000003,0.239999995,0.280000001,0.330000013,0.439999998,0.74000001,2.117999887,6.146000099,11.89399962,23.2504002,72.19999695,Tennessee,Coffee,54094
JUL,0.209999993,0.280000001,0.310000002,0.360000014,0.449999988,0.779999971,2.400000095,13.18000031,32.16199875,44.52599869,58.78800049,79.57480072,141.2400055,Georgia,Richmond,201597
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Iowa,Humboldt,9544
JUL,0,0,0,0,0,0,0.579999983,1.549999952,4.300000191,7,10.96550007,16.82939938,38.97999954,Virginia,Stafford,140891
JUL,0.039999999,0.090000004,0.109999999,0.129999995,0.150000006,0.200000003,0.270000011,0.430000007,0.779999971,1.606500018,3.720000029,8.829099779,103.7699966,Georgia,Wilkinson,9082
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Michigan,Ionia,64051
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Illinois,Edwards,6508
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Nebraska,Dawes,8965
JUL,-0.209999993,-0.039999999,-0.02,0,0.02,0.039999999,0.079999998,0.119999997,0.189999998,0.340000004,0.730000019,3.495800004,104.4700012,Arizona,Cochise,126084
JUL,0.100000001,0.180000007,0.219999999,0.270000011,0.389999986,0.629999995,1.25,3.630000114,12.51000023,20.40299988,30.03650084,44.63000107,133.7299957,Mississippi,DeSoto,173084
JUL,0,0.039999999,0.050000001,0.059999999,0.079999998,0.119999997,0.189999998,0.310000002,0.800000012,2.375,7.845000148,21.64000034,189.1199951,Texas,Coryell,76231
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Kentucky,Bracken,8278
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Pennsylvania,Crawford,86701
JUL,-0.090000004,0.01,0.02,0.039999999,0.059999999,0.100000001,0.219999999,0.389999986,1,2.349999905,6.28000021,21.29400024,984.3800049,New Mexico,Lea,70985
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Michigan,Sanilac,41454
JUL,-0.119999997,-0.059999999,-0.039999999,-0.029999999,0,0.02,0.100000001,0.230000004,0.349999994,0.439999998,0.639999986,1.370000005,28.29000092,Missouri,Reynolds,6297
JUL,-0.289999992,0,0,0,0,0,0,0,0,0.090000004,0.189999998,0.289999992,44.79999924,Utah,Iron,48139
JUL,0.02,0.07,0.090000004,0.100000001,0.109999999,0.140000001,0.189999998,0.300000012,0.550000012,0.899999976,1.435500008,3.762799988,98.59999847,Alabama,Pickens,20776
JUL,-0.01,0.039999999,0.059999999,0.07,0.090000004,0.129999995,0.270000011,0.639999986,2.329999924,6.943000054,16.66299992,32.46199993,141.6199951,Texas,Bowie,93400
JUL,0.02,0.079999998,0.100000001,0.119999997,0.140000001,0.230000004,0.330000013,0.550000012,1.289999962,2.559999943,6.555500185,16.4648004,112.4700012,Arkansas,St. Francis,26636
JUL,-0.02,0.029999999,0.039999999,0.059999999,0.079999998,0.200000003,0.589999974,1.360000014,4.480999994,12.3005002,25.72074933,58.84040047,766.0800171,Texas,La Salle,7644
JUL,0.029999999,0.059999999,0.07,0.090000004,0.109999999,0.180000007,0.319999993,0.629999995,1.657999969,3.730000019,7.612000084,15.6723996,86.73999786,Texas,Morris,12391
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Connecticut,Litchfield,184349
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Kansas,Shawnee,178515
JUL,-0.109999999,-0.059999999,-0.039999999,-0.029999999,0,0.029999999,0.109999999,0.25,0.400000006,0.589999974,0.970000029,2.387000084,21.51000023,Missouri,Iron,10211
JUL,-0.129999995,-0.029999999,-0.01,0.01,0.02,0.059999999,0.119999997,0.529999971,14.27000046,28.45999908,41.29649982,60.09999847,282.2600098,Arizona,Maricopa,4154076
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Michigan,Van Buren,75013
JUL,0.039999999,0.090000004,0.100000001,0.109999999,0.119999997,0.150000006,0.200000003,0.330000013,0.620000005,1.110000014,2.639250106,8.081000147,149.4600067,Texas,Robertson,16688
JUL,0,0,0,0,0,0.090000004,0.340000004,0.680000007,1.360000014,2.210000038,3.185000062,4.5,11.10000038,Kentucky,Floyd,37529
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Nebraska,Lancaster,306500
JUL,0.109999999,0.180000007,0.20325,0.230000004,0.270000011,0.370000005,0.594999999,1.227500021,3.504999995,8.240499783,16.02624958,29.10929949,63.00999832,Georgia,Baldwin,45518
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Minnesota,Mille Lacs,25481
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Nebraska,Webster,3591
JUL,0,0.059999999,0.079999998,0.100000001,0.129999995,0.170000002,0.25999999,0.419999987,0.800000012,1.570000052,3.769999981,11.28260007,80.83999634,Texas,Cooke,39063
JUL,-0.02,0.07,0.090000004,0.109999999,0.140000001,0.200000003,0.340000004,0.670000017,1.679999948,3.189500058,5.39975009,10.74980004,55.16999817,North Carolina,Moore,94040
JUL,-0.200000003,-0.059999999,-0.01,0,0,0.037499999,0.170000002,0.25999999,0.469999999,0.879999995,2.19775005,16.40969929,91.11000061,Kansas,Seward,23174
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Wisconsin,Lincoln,27863
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,Schoharie,31463
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,Cattaraugus,78006
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Nebraska,Johnson,5224
JUL,-0.050000001,0.01,0.029999999,0.050000001,0.059999999,0.090000004,0.119999997,0.200000003,0.409999996,0.769999981,1.751749998,5.712699971,41.83000183,Arkansas,Clark,22506
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Montana,Richland,11894
JUL,0.050000001,0.129999995,0.159999996,0.180000007,0.209999993,0.289999992,0.439999998,0.75,1.629999995,3.314999938,6.407499909,13.29500008,90.01000214,South Carolina,Barnwell,21773
JUL,-0.039999999,0.050000001,0.059999999,0.079999998,0.090000004,0.119999997,0.159999996,0.209999993,0.330000013,0.569999993,1.200000048,4.255799994,53.24000168,Texas,Terry,12755
JUL,-0.050000001,0.01,0.029999999,0.039999999,0.059999999,0.079999998,0.159999996,0.980000019,9.829999924,20.01000023,31.15399971,47.09000015,227.9600067,California,San Diego,3290044
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Vermont,Windsor,55428
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia,Mineral,27366
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,South Dakota,Faulk,2306
JUL,0,0,0,0.02,0.140000001,0.370000005,0.629999995,1.210000038,3.289999962,8.640000343,16.32124972,29.02799997,88.84999847,Kentucky,Madison,88156
JUL,-0.090000004,-0.02,0,0.02,0.039999999,0.079999998,0.150000006,0.25,0.620000005,1.470000029,4,14.06430011,124.3099976,New Mexico,Doña Ana,213165
JUL,-0.059999999,-0.01,0,0.01,0.02,0.039999999,0.059999999,0.079999998,0.129999995,0.219999999,0.529999971,2.316399937,52.65999985,Texas,McCulloch,8253
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Nebraska,Dakota,20644
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia,Doddridge,8696
JUL,-0.07,0,0,0.02,0.050000001,0.090000004,0.129999995,0.200000003,0.319999993,0.430000007,0.579999983,0.99000001,23.85000038,Missouri,Douglas,13353
JUL,0.02,0.07,0.079999998,0.100000001,0.119999997,0.170000002,0.300000012,0.660000026,1.940000057,6.712499857,18.52375054,39.38099918,175,Texas,Victoria,92082
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,New Jersey,Morris,498538
JUL,-0.280000001,-0.079999998,-0.050000001,-0.01,0,0,0.039999999,0.200000003,0.270000011,0.330000013,0.430000007,0.720000029,22.5,Kansas,Barber,4828
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Missouri,Daviess,8282
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Delaware,Kent,173332
JUL,0,0.050000001,0.07,0.079999998,0.090000004,0.119999997,0.159999996,0.239999995,0.449999988,0.776999974,1.580000043,4.686799822,47.40999985,Louisiana,Bienville Parish,13830
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Montana,Hill,16423
JUL,0.029999999,0.079999998,0.100000001,0.119999997,0.129999995,0.170000002,0.230000004,0.349999994,0.569999993,0.898999977,1.638999987,5.198399811,35.38999939,Georgia,Johnson,9734
JUL,-0.07,0.0062,0.029999999,0.07,0.109999999,0.170000002,0.25999999,0.419999987,0.670000017,1.159999967,1.919999957,4.099799995,26.22999954,Kentucky,Todd,12420
JUL,-0.02,0,0.02,0.059999999,0.109999999,0.209999993,0.360000014,0.642499983,1.279999971,1.850000024,2.957000041,4.895500093,19.13999939,Tennessee,Union,19161
JUL,0,0.100000001,0.129999995,0.159999996,0.189999998,0.270000011,0.400000006,0.707499981,1.789999962,6.420000076,12.70774961,19.85629974,52.16999817,Kentucky,Simpson,17874
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Minnesota,Anoka,344514
JUL,-0.140000001,-0.039999999,-0.02,0,0,0.029999999,0.090000004,0.159999996,0.270000011,0.479999989,1.5,5.099999905,38.29999924,Kansas,Grant,7727
JUL,-0.07,-0.01,0,0.02,0.029999999,0.059999999,0.090000004,0.150000006,0.222,0.340000004,0.590499976,2.391399965,29.94000053,Texas,Hardeman,3912
JUL,0.01,0.079999998,0.100000001,0.119999997,0.140000001,0.200000003,0.300000012,0.449999988,0.75,1.149999976,2.227750021,6.177299852,26.37999916,Alabama,Randolph,22588
JUL,-0.090000004,0,0.01,0.039999999,0.079999998,0.150000006,0.319999993,0.699999988,1.519999981,3.341499913,6.550250185,10.98999977,52.49000168,North Carolina,Granville,58252
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,North Dakota,Williams,35301
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Colorado,Yuma,10064
JUL,-0.129999995,-0.050000001,-0.02,-0.01,0.01,0.050000001,0.079999998,0.119999997,0.150000006,0.183500004,0.230000004,0.670000017,26.93000031,Texas,Hall,3092
JUL,0,0,0,0,0.050000001,0.180000007,0.340000004,0.50999999,0.889999986,1.649999976,3.24000001,6.970500045,44.81999969,Virginia,Powhatan,28045
JUL,0.140000001,0.439999998,0.832249986,1.090000033,1.200000048,2.220000029,4.544999838,8.909999847,19.34000015,23.05999947,27.43274922,30.54000092,30.54000092,Virginia,Galax city,6806
JUL,0.090000004,0.180000007,0.200000003,0.230000004,0.270000011,0.409999996,0.589999974,0.889999986,1.570000052,3.000999999,6.042249787,11.84020016,32,Tennessee,Crockett,14578
JUL,0.039999999,0.079999998,0.100000001,0.109999999,0.129999995,0.170000002,0.219999999,0.349999994,0.649999976,1.440500057,3.140250105,7.086100063,64.76000214,Texas,Hill,34845
JUL,0.779999971,1.409999967,1.840000033,2.470000029,3.539999962,6.010000229,8.850000381,16.28000069,32.25999832,42.96999931,53.3049984,68.29000092,137.2799988,Georgia,Gwinnett,892137
JUL,0.050000001,0.109999999,0.129999995,0.150000006,0.180000007,0.289999992,0.560000002,1.850000024,5.760000229,9.647999668,15.09150028,24.8634,79.15000153,Florida,St. Johns,226576
JUL,0.01,0.07,0.090000004,0.100000001,0.119999997,0.150000006,0.189999998,0.319999993,0.639999986,1.044499958,1.737250012,3.849999905,17.71999931,Alabama,Hale,15018
JUL,-0.02,0.050000001,0.059999999,0.079999998,0.090000004,0.119999997,0.170000002,0.319999993,0.680000007,1.149999976,1.971500027,4.492999783,211.0800018,Alabama,Washington,16812
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Ohio,Muskingum,86119
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia,Upshur,24695
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Wyoming,Converse,14312
JUL,0.01,0.079999998,0.100000001,0.109999999,0.129999995,0.170000002,0.270000011,0.529999971,1.120000005,2.059999943,3.629750109,8.351599665,57.5,Mississippi,Pearl River,54941
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Nebraska,Valley,4152
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,West Virginia,Harrison,68514
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Missouri,Grundy,10004
JUL,-0.219999999,-0.100000001,-0.059999999,-0.029999999,0,0,0.07,0.140000001,0.209999993,0.25999999,0.310000002,0.519999981,12.10999966,Kansas,Comanche,1825
JUL,1,1.068500048,1.159999967,1.200000048,2.670000076,9.489999771,20.15999985,36.09000015,56.75499916,76.45999908,110.8700018,133.7040062,179.3099976,Virginia,Portsmouth city,96241
JUL,0.059999999,0.100000001,0.109999999,0.129999995,0.150000006,0.239999995,0.660000026,3.25999999,13.60000038,23.32399979,35.0569994,49.54739853,119.5800018,Florida,Escambia,309529
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Indiana,Vigo,107473
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Massachusetts,Bristol,557239
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Michigan,Cheboygan,25392
JUL,0.319999993,0.400000006,0.49000001,0.610000014,0.819999993,1.720000029,4.46999979,21.19999981,50.0340004,68.95400009,89.04650192,113.7253998,268.4299927,Louisiana,East Baton Rouge Parish,446496
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Illinois,Stephenson,45670
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Missouri,Marion,28688
JUL,0.01,0.079999998,0.100000001,0.109999999,0.129999995,0.159999996,0.230000004,0.319999993,0.589999974,0.910000026,1.445749995,2.980400019,21.37000084,Georgia,Hancock,8587
JUL,-0.07,0,0.02,0.029999999,0.050000001,0.079999998,0.109999999,0.159999996,0.319999993,0.610000014,1.179999948,3.854699945,57.09999847,Florida,Taylor,22358
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Illinois,Lee,34544
JUL,-0.140000001,-0.050000001,-0.039999999,-0.02,-0.01,0.02,0.050000001,0.090000004,0.189999998,1.269999981,5.019000149,12.89559986,76.37999725,Florida,Monroe,77003
JUL,-0.01,0.039999999,0.059999999,0.07,0.090000004,0.119999997,0.170000002,0.289999992,0.589999974,1.139999986,2.480000019,7.171999836,41.81999969,Mississippi,Montgomery,10183
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Nebraska,Merrick,7802
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Montana,Deer Lodge,9108
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Wisconsin,Eau Claire,102032
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Illinois,Adams,67014
JUL,-0.119999997,0,0,0,0.01,0.090000004,0.189999998,0.360000014,0.660000026,1.120000005,2.140000105,5.37369997,54.93999863,Virginia,Halifax,35070
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Colorado,Washington,4787
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Illinois,McDonough,31670
JUL,0.150000006,0.270000011,0.289999992,0.310000002,0.349999994,0.430000007,0.569999993,0.899999976,1.834000039,3.956000042,7.322000027,12.98439957,36,Georgia,Franklin,22280
JUL,-0.02,0.039999999,0.059999999,0.07,0.090000004,0.129999995,0.200000003,0.360000014,0.708999979,1.279999971,2.952250046,8.775300236,37.41999817,Alabama,Covington,37550
JUL,0.029999999,0.090000004,0.100000001,0.119999997,0.150000006,0.219999999,0.400000006,0.910000026,2.935000062,7.962499976,17.81999969,35.61950111,140.1199951,Alabama,Tuscaloosa,204473
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,New Jersey,Hudson,679907
JUL,-0.109999999,0,0,0,0,0,0.129999995,0.289999992,0.50999999,0.728500021,1.100000024,2.357099898,26.69000053,Virginia,Franklin,56231
JUL,-0.02,0.07,0.090000004,0.109999999,0.129999995,0.200000003,0.330000013,0.610000014,1.110000014,1.873000002,3.212000036,8.386399632,42.43999863,Tennessee,Lincoln,33554
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Minnesota,Brown,25228
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,New Hampshire,Belknap,60248
JUL,-0.02,0.01,0.059999999,0.090000004,0.140000001,0.219999999,0.360000014,0.560000002,1.019999981,2.24000001,4.949000049,9.097400379,47.81000137,Tennessee,Weakley,33846
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Indiana,Ohio,5882
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Colorado,Routt,24310
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Indiana,Noble,47543
JUL,0,0.059999999,0.100000001,0.129999995,0.170000002,0.239999995,0.319999993,0.460000008,0.730000019,1.100000024,2.138000083,6.409999847,100.3199997,Arkansas,Carroll,27751
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Iowa,Ringgold,4974
JUL,-0.07,-0.029999999,0,0,0.029999999,0.07,0.140000001,0.239999995,0.469999999,0.810000002,1.60375002,7.239999771,47.25999832,Missouri,Perry,19078
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Missouri,Harrison,8622
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,Indiana,Henry,48664
JUL,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,Genesee,58591
